FID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,Pop25P_e18,Pop25P_m18,NoHS_e18,NoHS_m18,pNoHS_e18,pNoHS_m18,SomeHS_e18,SomeHS_m18,pSomeHS_e18,pSomeHS_m18,HSGrad_e18,HSGrad_m18,pHSGrad_e18,pHSGrad_m18,SomeColl_e18,SomeColl_m18,pSomeColl_e18,pSomeColl_m18,Associates_e18,Associates_m18,pAssociates_e18,pAssociates_m18,BA_e18,BA_m18,pBA_e18,pBA_m18,GradProf_e18,GradProf_m18,pGradProf_e18,pGradProf_m18,LtHS_e18,LtHS_m18,pLtHS_e18,pLtHS_m18,HSPlus_e18,HSPlus_m18,pHSPlus_e18,pHSPlus_m18,BAPlus_e18,BAPlus_m18,pBAPlus_e18,pBAPlus_m18,SHAPE_Length,SHAPE_Area
631,Three Rivers,Yes,30289,3311,ZCTA,ZCTA5 30289,170,114,6,33,3.5,19.1,9,31,5.3,17.7,11,10,6.5,4.3,42,38,24.7,15.3,55,55,32.4,24.1,45,66,26.5,34.5,2,29,1.2,17.2,15,45,8.8,25.7,155,99,91.2,84.5,47,72,27.6,38.2,0.0468315059712403,5.42269458439611e-05
632,Atlanta Regional Commission,Yes,30290,3312,ZCTA,ZCTA5 30290,5664,291,145,108,2.6,1.9,107,80,1.9,1.4,1115,214,19.7,3.6,1067,208,18.8,3.5,435,151,7.7,2.6,1598,236,28.2,3.9,1197,226,21.1,3.8,252,134,4.4,2.4,5412,468,95.6,6.6,2795,327,49.3,5.2,0.391229474604329,0.00461227761550433
633,Atlanta Regional Commission,Yes,30291,3313,ZCTA,ZCTA5 30291,13112,1097,470,227,3.6,1.7,968,368,7.4,2.7,4772,705,36.4,4.4,3275,630,25,4.3,1145,488,8.7,3.6,1552,425,11.8,3.1,930,295,7.1,2.2,1438,433,11,3.2,11674,1183,89,5.1,2482,517,18.9,3.6,0.414263549548216,0.00310141297369223
634,Three Rivers,Partial,30292,3314,ZCTA,ZCTA5 30292,3649,420,170,98,4.7,2.6,371,105,10.2,2.6,1412,259,38.7,5.5,977,212,26.8,4.9,271,110,7.4,2.9,268,97,7.3,2.5,180,76,4.9,2,541,144,14.8,3.5,3108,374,85.2,3,448,123,12.3,3.1,0.786629543526531,0.01476572009139
635,Three Rivers,No,30293,3315,ZCTA,ZCTA5 30293,2092,360,161,101,7.7,4.7,326,114,15.6,4.8,826,207,39.5,7.2,445,136,21.3,5.3,138,93,6.6,4.3,91,55,4.3,2.5,105,79,5,3.7,487,153,23.3,6.1,1605,282,76.7,2.6,196,96,9.4,4.3,1.28366864346782,0.0203792992590752
636,Central Savannah River Area,No,30664,3496,ZCTA,ZCTA5 30664,27,16,8,30,29.6,111.5,5,35,18.5,129.5,11,11,40.7,34.6,1,23,3.7,83.7,0,18,0,68.1,2,13,7.4,49.2,0,32,0,117.9,13,46,48.1,169.8,14,47,51.9,169.8,2,35,7.4,127.8,0.0369742503999528,7.05889335919934e-05
637,Northeast Georgia,No,30665,3497,ZCTA,ZCTA5 30665,32,18,6,30,18.8,92,6,30,18.8,92.4,16,12,50,25.8,4,20,12.5,60.8,0,18,0,57.5,0,18,0,57.5,0,32,0,99.5,12,42,37.5,129.6,20,47,62.5,143,0,37,0,114.9,0.144554247890576,0.000612854254700304
638,Northeast Georgia,Partial,30666,3498,ZCTA,ZCTA5 30666,6736,550,364,142,5.4,2.1,877,263,13,3.8,2358,371,35,4.7,1115,230,16.6,3.1,559,166,8.3,2.4,958,214,14.2,3,505,172,7.5,2.5,1241,299,18.4,4.2,5495,542,81.6,4.5,1463,275,21.7,3.7,0.708253013954743,0.00938243070403761
639,Northeast Georgia,No,30667,3499,ZCTA,ZCTA5 30667,676,143,51,40,7.5,5.7,80,43,11.8,5.9,239,64,35.4,5.9,123,51,18.2,6.5,57,32,8.4,4.4,65,40,9.6,5.6,61,29,9,3.8,131,59,19.4,7.7,545,101,80.6,22.7,126,50,18.6,6.2,0.963441241146875,0.0197604026903669
640,Central Savannah River Area,No,30668,3500,ZCTA,ZCTA5 30668,1158,132,68,40,5.9,3.3,175,52,15.1,4.2,561,100,48.4,6.7,184,55,15.9,4.4,37,24,3.2,2,95,34,8.2,2.8,38,28,3.3,2.4,243,65,21,5.1,915,125,79,6,133,44,11.5,3.6,1.70724779462915,0.0424140112457303
641,CSRA / NE,No,30669,3501,ZCTA,ZCTA5 30669,2262,193,187,59,8.3,2.5,345,85,15.3,3.5,1077,142,47.6,4.8,370,84,16.4,3.4,88,48,3.9,2.1,85,41,3.8,1.8,110,50,4.9,2.2,532,104,23.5,4.1,1730,183,76.5,4.8,195,65,8.6,2.8,1.47626041359584,0.0314212910835711
642,Central Savannah River Area,No,30673,3502,ZCTA,ZCTA5 30673,5389,211,464,163,8.6,3,538,137,10,2.5,2341,244,43.4,4.2,951,168,17.6,3,364,89,6.8,1.6,376,106,7,1.9,355,106,6.6,2,1002,213,18.6,3.9,4387,344,81.4,5.5,731,150,13.6,2.7,1.88732060888258,0.066653550431977
643,Northeast Georgia,No,30677,3503,ZCTA,ZCTA5 30677,12421,507,160,76,1.3,0.6,485,165,3.9,1.3,2695,372,21.7,2.9,1878,232,15.1,1.8,1029,218,8.3,1.7,2826,362,22.8,2.8,3348,371,27,2.8,645,181,5.2,1.4,11776,713,94.8,4.2,6174,518,49.7,3.6,1.63410321748365,0.0300922603687179
644,CSRA / NE,No,30678,3504,ZCTA,ZCTA5 30678,1016,173,99,49,9.7,4.5,117,49,11.5,4.5,437,124,43,9.7,116,39,11.4,3.4,62,38,6.1,3.6,113,41,11.1,3.6,72,42,7.1,3.9,216,69,21.3,5.8,800,147,78.7,5.5,185,58,18.2,4.8,0.925682390080416,0.0182387745939101
645,Northeast Georgia,Partial,30680,3505,ZCTA,ZCTA5 30680,27710,780,1656,244,6,0.9,2841,361,10.3,1.3,10017,592,36.1,1.9,6417,495,23.2,1.7,2193,309,7.9,1.1,3068,285,11.1,1,1518,231,5.5,0.8,4497,436,16.2,1.5,23213,908,83.8,2.3,4586,367,16.5,1.2,1.31596992722832,0.0235791026032659
646,Northeast Georgia,No,30683,3506,ZCTA,ZCTA5 30683,4838,456,361,144,7.5,2.9,509,158,10.5,3.1,1547,277,32,4.9,737,176,15.2,3.3,278,97,5.7,1.9,873,147,18,2.5,533,136,11,2.6,870,214,18,4.1,3968,397,82,2.7,1406,200,29.1,3.1,0.649159156474359,0.00999202872139219
647,Northwest Georgia,No,30701,3507,ZCTA,ZCTA5 30701,26792,643,2580,415,9.6,1.5,3602,521,13.4,1.9,8654,586,32.3,2,6133,673,22.9,2.4,1641,317,6.1,1.2,2642,394,9.9,1.5,1540,284,5.7,1,6182,666,23.1,2.4,20610,1064,76.9,3.5,4182,486,15.6,1.8,1.49404711294469,0.038831849666587
648,Northwest Georgia,No,30705,3508,ZCTA,ZCTA5 30705,22122,403,2691,368,12.2,1.6,4103,459,18.5,2,8189,575,37,2.5,3886,404,17.6,1.8,1031,221,4.7,1,1504,293,6.8,1.3,718,173,3.2,0.8,6794,588,30.7,2.6,15328,812,69.3,3.4,2222,341,10,1.5,2.04999626681683,0.0612669735654686
649,Northwest Georgia,No,30707,3509,ZCTA,ZCTA5 30707,11201,638,543,177,4.8,1.6,1021,249,9.1,2.2,4386,448,39.2,3.3,2463,355,22,2.9,1136,311,10.1,2.7,1037,213,9.3,1.8,615,168,5.5,1.5,1564,306,14,2.6,9637,705,86,3.9,1652,271,14.7,2.3,1.35729128697039,0.032885834654385
650,Northwest Georgia,No,30708,3510,ZCTA,ZCTA5 30708,154,99,10,38,6.5,24.3,45,49,29.2,25.5,55,42,35.7,14.2,44,45,28.6,22.9,0,18,0,11.9,0,18,0,11.9,0,32,0,20.7,55,62,35.7,32.9,99,74,64.3,24.4,0,37,0,23.9,0.461137087658554,0.00374381617212229
651,Northwest Georgia,No,30710,3511,ZCTA,ZCTA5 30710,4957,468,181,73,3.7,1.4,594,183,12,3.5,1308,249,26.4,4.4,1136,225,22.9,4,471,145,9.5,2.8,547,136,11,2.5,720,192,14.5,3.6,775,197,15.6,3.7,4182,435,84.4,3.7,1267,236,25.6,4.1,0.627503189859215,0.0121626248970883
652,Northwest Georgia,No,30711,3512,ZCTA,ZCTA5 30711,2510,286,174,77,6.9,3,556,166,22.2,6.1,1122,180,44.7,5.1,317,102,12.6,3.8,164,85,6.5,3.3,108,79,4.3,3.1,69,55,2.7,2.2,730,183,29.1,6.5,1780,243,70.9,5.4,177,96,7.1,3.7,1.1334649276983,0.0177811980693258
653,Northwest Georgia,No,30720,3513,ZCTA,ZCTA5 30720,17950,949,2398,424,13.4,2.3,2264,420,12.6,2.2,4658,531,25.9,2.6,3563,499,19.8,2.6,901,238,5,1.3,2702,363,15.1,1.9,1464,254,8.2,1.3,4662,596,26,3,13288,885,74,3,4166,443,23.2,2.1,0.880092043202869,0.0124148944813033
654,Northwest Georgia,No,30721,3514,ZCTA,ZCTA5 30721,33600,1086,6472,595,19.3,1.7,6678,679,19.9,1.9,9715,759,28.9,2.1,6023,714,17.9,2,1363,267,4.1,0.8,2399,467,7.1,1.4,950,213,2.8,0.6,13150,903,39.1,2.4,20450,1192,60.9,3,3349,513,10,1.5,1.68927565182013,0.0317254281548681
655,Northwest Georgia,No,30725,3515,ZCTA,ZCTA5 30725,3183,426,208,137,6.5,4.2,491,229,15.4,6.9,844,183,26.5,4.5,607,154,19.1,4.1,252,101,7.9,3,544,159,17.1,4.5,237,131,7.4,4,699,267,22,7.9,2484,331,78,14.7,781,206,24.5,5.6,0.394402683838393,0.00380982157998225
656,Heart of Georgia Altamaha,No,31560,3731,ZCTA,ZCTA5 31560,2017,267,56,38,2.8,1.9,380,104,18.8,4.5,921,182,45.7,6.7,253,88,12.5,4,199,79,9.9,3.7,137,58,6.8,2.7,71,46,3.5,2.2,436,111,21.6,4.7,1581,229,78.4,4.7,208,74,10.3,3.4,1.28705305292963,0.0338886120397987
657,Coastal Regional Commission,No,31561,3732,ZCTA,ZCTA5 31561,39,59,0,37,0,94.3,0,37,0,94.3,0,18,0,47.1,20,38,51.3,56.8,0,18,0,47.1,0,18,0,47.1,19,42,48.7,77.7,0,52,0,133.3,39,65,100,67.1,19,46,48.7,90.9,0.345175494713746,0.00217160290741641
658,Southern Georgia,No,31562,3733,ZCTA,ZCTA5 31562,1772,300,222,142,12.5,7.7,278,136,15.7,7.2,648,190,36.6,8.7,266,114,15,5.9,79,55,4.5,3,65,59,3.7,3.2,214,134,12.1,7.3,500,196,28.2,10,1272,271,71.8,9.3,279,147,15.7,7.8,1.7616408974984,0.0261647036189719
659,Heart of Georgia Altamaha,No,31563,3734,ZCTA,ZCTA5 31563,946,214,109,53,11.5,5,123,72,13,7,367,119,38.8,9.1,201,81,21.2,7,86,55,9.1,5.4,46,32,4.9,3.2,14,31,1.5,3.3,232,90,24.5,7.7,714,160,75.5,24.1,60,45,6.3,4.5,1.55424070794216,0.0276824439479713
660,Coastal Regional Commission,No,31565,3735,ZCTA,ZCTA5 31565,1564,208,81,56,5.2,3.5,132,88,8.4,5.5,356,111,22.8,6.4,543,154,34.7,8.7,97,55,6.2,3.4,186,75,11.9,4.5,169,70,10.8,4.2,213,104,13.6,6.4,1351,223,86.4,8.4,355,102,22.7,5.8,1.62909341997817,0.0362870382927022
661,ARC / GM,Yes,30518,3414,ZCTA,ZCTA5 30518,33498,1091,2209,478,6.6,1.4,2376,405,7.1,1.2,8303,726,24.8,2,6632,634,19.8,1.8,2718,397,8.1,1.2,7437,617,22.2,1.7,3823,461,11.4,1.3,4585,627,13.7,1.8,28913,1296,86.3,2.7,11260,770,33.6,2,0.582432007984937,0.0118878244279714
662,CRC / SG,No,31566,3736,ZCTA,ZCTA5 31566,3019,471,103,84,3.4,2.7,481,208,15.9,6.4,1194,275,39.5,6.7,671,215,22.2,6.2,357,189,11.8,6,101,78,3.3,2.5,112,111,3.7,3.6,584,224,19.3,6.8,2435,420,80.7,5.9,213,135,7.1,4.3,1.01230940921039,0.0157018800924931
663,ARC / GM,Yes,30519,3415,ZCTA,ZCTA5 30519,29086,1173,928,382,3.2,1.3,1558,481,5.4,1.6,7418,892,25.5,2.9,5757,868,19.8,2.9,2473,551,8.5,1.9,7152,826,24.6,2.7,3800,691,13.1,2.3,2486,615,8.5,2.1,26600,1736,91.5,4.7,10952,1077,37.7,3.4,0.716828539499362,0.00874127263793015
664,Southern Georgia,No,31567,3737,ZCTA,ZCTA5 31567,689,343,62,84,9,11.3,220,179,31.9,20.5,160,90,23.2,6.1,191,107,27.7,7,44,53,6.4,7,12,23,1.7,3.2,0,32,0,4.6,282,197,40.9,20.1,407,155,59.1,37,12,39,1.7,5.6,0.601554515868994,0.0105595271678146
665,Georgia Mountains,No,30520,3416,ZCTA,ZCTA5 30520,3286,457,310,109,9.4,3.1,633,192,19.3,5.2,1213,233,36.9,4.9,483,134,14.7,3.5,299,102,9.1,2.8,225,103,6.8,3,123,69,3.7,2,943,221,28.7,5.4,2343,313,71.3,13.8,348,124,10.6,3.5,0.862273906598214,0.0146046260370156
666,Coastal Regional Commission,No,31568,3738,ZCTA,ZCTA5 31568,651,205,32,38,4.9,5.6,84,74,12.9,10.6,318,135,48.8,13.9,72,49,11.1,6.7,94,59,14.4,7.8,34,28,5.2,3.9,17,32,2.6,4.9,116,83,17.8,11.5,535,161,82.2,35.8,51,43,7.8,6.1,1.51458417346948,0.0323039489720476
667,Georgia Mountains,No,30521,3417,ZCTA,ZCTA5 30521,3481,332,269,102,7.7,2.8,377,131,10.8,3.6,1648,257,47.3,5.8,555,146,15.9,3.9,271,110,7.8,3.1,253,108,7.3,3,108,70,3.1,2,646,166,18.6,4.4,2835,341,81.4,6,361,129,10.4,3.6,1.58522687678828,0.0242123755784547
668,Coastal Regional Commission,No,31569,3739,ZCTA,ZCTA5 31569,3992,334,100,47,2.5,1.2,301,101,7.5,2.4,1286,189,32.2,3.9,1092,174,27.4,3.7,309,85,7.7,2,555,120,13.9,2.8,349,96,8.7,2.3,401,111,10,2.7,3591,311,90,2,904,154,22.6,3.4,1.13997619714803,0.0169794846869564
669,Northwest Georgia,No,30522,3418,ZCTA,ZCTA5 30522,732,190,36,46,4.9,6.2,66,64,9,8.4,241,100,32.9,10.7,163,96,22.3,11.8,98,66,13.4,8.3,57,49,7.8,6.3,71,53,9.7,6.8,102,79,13.9,10.1,630,170,86.1,6.2,128,72,17.5,8.7,1.16198645291573,0.0115820221650246
670,Southern Georgia,No,31601,3740,ZCTA,ZCTA5 31601,18415,727,1391,258,7.6,1.4,2963,377,16.1,1.9,6512,617,35.4,3,3825,435,20.8,2.2,1224,248,6.6,1.3,1711,272,9.3,1.4,789,188,4.3,1,4354,457,23.6,2.3,14061,860,76.4,3.6,2500,331,13.6,1.7,1.19201033360086,0.0385543901894085
671,Georgia Mountains,No,30523,3419,ZCTA,ZCTA5 30523,9124,578,283,123,3.1,1.3,843,213,9.2,2.3,2852,332,31.3,3.1,1836,313,20.1,3.2,723,191,7.9,2,1353,255,14.8,2.6,1234,247,13.5,2.6,1126,246,12.3,2.6,7998,609,87.7,3.7,2587,355,28.4,3.5,1.49532106425733,0.0445919174808501
672,Southern Georgia,No,31602,3741,ZCTA,ZCTA5 31602,21558,961,609,202,2.8,0.9,1932,340,9,1.5,6678,641,31,2.6,4011,511,18.6,2.2,1571,353,7.3,1.6,3756,430,17.4,1.8,3001,412,13.9,1.8,2541,396,11.8,1.8,19017,1073,88.2,3.1,6757,595,31.3,2.4,0.876042400812244,0.0101059100583279
673,Georgia Mountains,No,30525,3420,ZCTA,ZCTA5 30525,5798,326,251,111,4.3,1.9,611,158,10.5,2.7,2229,265,38.4,4,1071,171,18.5,2.8,347,112,6,1.9,680,127,11.7,2.1,609,179,10.5,3,862,193,14.9,3.2,4936,401,85.1,5,1289,220,22.2,3.6,2.19751598756344,0.0531200401438447
674,Southern Georgia,No,31605,3742,ZCTA,ZCTA5 31605,13069,688,214,103,1.6,0.8,781,220,6,1.7,2747,373,21,2.6,3382,429,25.9,3,1670,327,12.8,2.4,2405,373,18.4,2.7,1870,317,14.3,2.3,995,243,7.6,1.8,12074,818,92.4,3.9,4275,489,32.7,3.3,0.765823964470623,0.0131970519591977
675,Georgia Mountains,Yes,30527,3421,ZCTA,ZCTA5 30527,3131,334,75,57,2.4,1.8,301,102,9.6,3.1,1012,167,32.3,4,832,162,26.6,4.3,185,72,5.9,2.2,499,146,15.9,4.3,227,80,7.3,2.4,376,117,12,3.5,2755,294,88,0.6,726,166,23.2,4.7,0.458407470558328,0.0064772450988215
676,Southwest Georgia,No,39815,3855,ZCTA,ZCTA5 39815,1207,201,114,43,9.4,3.2,175,65,14.5,4.9,440,104,36.5,6.1,301,82,24.9,5.3,106,63,8.8,5,42,29,3.5,2.3,29,30,2.4,2.4,289,78,23.9,5.1,918,152,76.1,17.9,71,42,5.9,3.3,0.683398644094708,0.0125684253948974
677,Southern Georgia,No,31606,3743,ZCTA,ZCTA5 31606,2311,360,153,75,6.6,3.1,356,154,15.4,6.2,780,149,33.8,3.7,564,170,24.4,6.3,189,71,8.2,2.8,133,54,5.8,2.1,136,82,5.9,3.4,509,171,22,6.6,1802,256,78,16.5,269,98,11.6,3.8,0.706173259544547,0.0108607643652883
678,Georgia Mountains,No,30528,3422,ZCTA,ZCTA5 30528,17074,389,456,157,2.7,0.9,2358,408,13.8,2.4,5839,522,34.2,3,3836,567,22.5,3.3,1564,315,9.2,1.8,1999,368,11.7,2.1,1022,238,6,1.4,2814,437,16.5,2.5,14260,941,83.5,5.2,3021,438,17.7,2.5,1.56164640743761,0.0457085299505413
679,Southern Georgia,No,31620,3744,ZCTA,ZCTA5 31620,6975,330,383,118,5.5,1.7,889,194,12.7,2.7,2189,248,31.4,3.2,1473,250,21.1,3.4,779,187,11.2,2.6,760,162,10.9,2.3,502,162,7.2,2.3,1272,227,18.2,3.1,5703,460,81.8,5.3,1262,229,18.1,3.2,1.33617860733322,0.0312293566466746
680,GM / NE,No,30529,3423,ZCTA,ZCTA5 30529,7723,429,563,186,7.3,2.4,1095,218,14.2,2.7,2938,377,38,4.4,1229,221,15.9,2.7,662,209,8.6,2.7,758,173,9.8,2.2,478,134,6.2,1.7,1658,287,21.5,3.5,6065,532,78.5,5.3,1236,218,16,2.7,0.965180661986393,0.0131907630663293
681,Southwest Georgia,No,39817,3856,ZCTA,ZCTA5 39817,6554,483,264,108,4,1.6,928,200,14.2,2.9,2623,344,40,4.3,1392,268,21.2,3.8,603,166,9.2,2.4,508,172,7.8,2.6,236,99,3.6,1.5,1192,227,18.2,3.2,5362,507,81.8,4.9,744,198,11.4,2.9,1.60294712548453,0.0372953910238781
682,Southern Georgia,No,31622,3745,ZCTA,ZCTA5 31622,1431,185,72,46,5,3.1,246,78,17.2,5,623,122,43.5,6.4,244,70,17.1,4.3,124,56,8.7,3.7,104,55,7.3,3.7,18,34,1.3,2.3,318,91,22.2,5.7,1113,164,77.8,5.5,122,65,8.5,4.4,1.08054554997087,0.0273518613433275
683,HOGA / SG,No,31510,3697,ZCTA,ZCTA5 31510,6639,306,337,118,5.1,1.8,873,189,13.1,2.8,2781,287,41.9,3.9,1431,237,21.6,3.4,536,180,8.1,2.7,425,117,6.4,1.7,256,81,3.9,1.2,1210,223,18.2,3.3,5429,437,81.8,5.4,681,142,10.3,2.1,1.83369897341348,0.0559770156609166
684,Southern Georgia,No,31623,3746,ZCTA,ZCTA5 31623,82,42,9,34,11,41,20,35,24.4,41,16,15,19.5,15.1,20,19,24.4,20,11,13,13.4,14.3,3,15,3.7,17.9,3,29,3.7,35.9,29,49,35.4,56.7,53,43,64.6,40.7,6,33,7.3,40.1,0.0643864886602491,0.000217576095885058
685,Southern Georgia,No,31512,3698,ZCTA,ZCTA5 31512,1539,324,123,85,8,5.3,99,61,6.4,3.7,700,209,45.5,9.7,305,156,19.8,9.2,155,127,10.1,8,91,65,5.9,4,66,78,4.3,5,222,105,14.4,6.1,1317,307,85.6,8.6,157,101,10.2,6.2,0.918197951109754,0.0200690047820373
686,Southwest Georgia,No,39819,3857,ZCTA,ZCTA5 39819,7206,509,734,209,10.2,2.8,577,196,8,2.7,2386,313,33.1,3.7,1581,318,21.9,4.1,490,162,6.8,2.2,781,171,10.8,2.3,657,183,9.1,2.5,1311,287,18.2,3.8,5895,537,81.8,4.7,1438,251,20,3.2,1.33657235612869,0.0400275205177167
687,Southern Georgia,No,31624,3747,ZCTA,ZCTA5 31624,921,149,60,42,6.5,4.4,179,82,19.4,8.4,383,96,41.6,8,109,47,11.8,4.8,95,56,10.3,5.8,74,41,8,4.3,21,28,2.3,3,239,92,26,9.1,682,131,74,7.6,95,50,10.3,5.1,1.12382626017237,0.0196549449489064
688,Heart of Georgia Altamaha,No,31513,3699,ZCTA,ZCTA5 31513,10721,270,901,221,8.4,2.1,1853,325,17.3,3,4155,368,38.8,3.3,2119,298,19.8,2.7,679,151,6.3,1.4,578,157,5.4,1.5,436,115,4.1,1.1,2754,393,25.7,3.6,7967,533,74.3,4.6,1014,195,9.5,1.8,2.00161269863872,0.0824553530391965
689,Southern Georgia,No,31625,3748,ZCTA,ZCTA5 31625,737,233,0,37,0,5,93,83,12.6,10.5,237,120,32.2,12.8,171,93,23.2,10.3,54,50,7.3,6.4,116,89,15.7,11,66,57,9,7.2,93,91,12.6,11.6,644,192,87.4,38,182,106,24.7,12.1,0.905894087321014,0.0148396219730144
690,Southern Georgia,No,31516,3700,ZCTA,ZCTA5 31516,9871,379,443,159,4.5,1.6,1077,264,10.9,2.6,4414,372,44.7,3.4,1879,354,19,3.5,887,205,9,2.1,634,183,6.4,1.8,537,169,5.4,1.7,1520,308,15.4,3.1,8351,607,84.6,5.2,1171,249,11.9,2.5,1.68399045000314,0.040390566170782
691,SG / SW,No,31626,3749,ZCTA,ZCTA5 31626,2346,231,165,86,7,3.6,273,89,11.6,3.6,961,141,41,4.5,491,105,20.9,4,131,51,5.6,2.1,223,66,9.5,2.6,102,56,4.3,2.4,438,124,18.7,5,1908,203,81.3,3.2,325,86,13.9,3.4,1.1097692689241,0.0352024378311472
692,HOGA / SG,No,31518,3701,ZCTA,ZCTA5 31518,591,142,54,56,9.1,9.1,55,43,9.3,6.9,206,77,34.9,10.1,125,61,21.2,9.1,24,20,4.1,3.2,26,17,4.4,2.8,101,57,17.1,8.7,109,70,18.4,11,482,117,81.6,2.8,127,59,21.5,8.6,0.785873393960818,0.0115029083896135
693,Southwest Georgia,No,39823,3858,ZCTA,ZCTA5 39823,5119,207,381,100,7.4,1.9,682,155,13.3,3,1903,209,37.2,3.8,1053,176,20.6,3.3,334,107,6.5,2.1,489,116,9.6,2.2,277,94,5.4,1.8,1063,184,20.8,3.5,4056,329,79.2,5.6,766,149,15,2.8,2.45434902050555,0.0865085019425118
694,Southern Georgia,No,31627,3750,ZCTA,ZCTA5 31627,195,58,8,33,4.1,17,19,27,9.7,13.6,76,35,39,13.5,58,31,29.7,13,15,12,7.7,5.7,15,13,7.7,6.3,4,30,2.1,15.3,27,43,13.8,21.6,168,58,86.2,15,19,33,9.7,16.5,0.0996877021071412,0.000216149027235193
695,HOGA / SG,No,31519,3702,ZCTA,ZCTA5 31519,2400,287,66,40,2.8,1.6,442,150,18.4,5.9,954,164,39.8,4.9,403,102,16.8,3.7,210,75,8.8,2.9,240,85,10,3.3,85,57,3.5,2.3,508,155,21.2,6,1892,231,78.8,1.9,325,102,13.5,3.9,1.37398100878298,0.0336686129951947
696,RV / SG,No,39824,3859,ZCTA,ZCTA5 39824,401,155,29,45,7.2,10.9,19,33,4.7,8.1,175,93,43.6,15.8,28,25,7,5.6,25,27,6.2,6.3,95,54,23.7,10,30,36,7.5,8.4,48,56,12,13.1,353,119,88,45.2,125,65,31.2,10.8,1.18788104125844,0.0139147484311972
697,Southern Georgia,No,31629,3751,ZCTA,ZCTA5 31629,487,245,36,54,7.4,10.4,31,52,6.4,10.2,167,113,34.3,15.6,122,82,25.1,11.1,30,45,6.2,8.6,94,66,19.3,9.4,7,31,1.4,6.3,67,75,13.8,13.7,420,164,86.2,54.9,101,73,20.7,10.7,0.687991721005515,0.0107971194349624
698,Coastal Regional Commission,No,31520,3703,ZCTA,ZCTA5 31520,15526,755,797,231,5.1,1.5,2319,439,14.9,2.7,4966,518,32,3,3957,496,25.5,2.9,1163,263,7.5,1.7,1400,296,9,1.9,924,216,6,1.4,3116,496,20.1,3,12410,847,79.9,3.8,2324,366,15,2.2,0.425589954442239,0.00455361782084989
699,Southwest Georgia,No,39825,3860,ZCTA,ZCTA5 39825,880,192,1,35,0.1,3.9,124,62,14.1,6.3,261,82,29.7,6.7,294,108,33.4,9.9,87,43,9.9,4.3,62,46,7,5,51,40,5.8,4.3,125,71,14.2,7.5,755,155,85.8,25.7,113,60,12.8,6.3,1.3483122109883,0.0254932022940622
700,Southern Georgia,No,31630,3752,ZCTA,ZCTA5 31630,334,143,87,72,26,18.5,83,59,24.9,14.1,119,53,35.6,4.6,21,25,6.3,7,22,26,6.6,7.1,2,4,0.6,1.3,0,32,0,9.5,170,93,50.9,17.3,164,72,49.1,4.4,2,32,0.6,9.6,1.48401114537797,0.0222951532923072
701,Coastal Regional Commission,No,31522,3704,ZCTA,ZCTA5 31522,13222,473,56,46,0.4,0.4,295,109,2.2,0.8,1626,267,12.3,2,2455,300,18.6,2.2,918,191,6.9,1.4,4629,383,35,2.6,3243,358,24.5,2.6,351,118,2.7,0.9,12871,688,97.3,3.9,7872,525,59.5,3.3,0.871689405661824,0.0176843440583483
702,Southwest Georgia,No,39826,3861,ZCTA,ZCTA5 39826,288,81,31,24,10.8,7.9,73,34,25.3,9.4,89,47,30.9,13.7,53,28,18.4,8.2,8,8,2.8,2.7,6,16,2.1,5.7,28,31,9.7,10.3,104,42,36.1,10.3,184,65,63.9,13.6,34,35,11.8,11.6,0.583071584789712,0.0052560671439778
703,Southern Georgia,No,31631,3753,ZCTA,ZCTA5 31631,319,112,57,43,17.9,12.1,75,40,23.5,9.6,99,47,31,10.1,38,28,11.9,7.6,41,38,12.9,11.1,9,18,2.8,5.5,0,32,0,10,132,59,41.4,11.6,187,76,58.6,12.1,9,36,2.8,11.4,2.64140759347587,0.0305317505796434
704,Coastal Regional Commission,No,31523,3705,ZCTA,ZCTA5 31523,9708,606,263,133,2.7,1.4,720,264,7.4,2.7,3059,441,31.5,4.1,2404,453,24.8,4.4,787,267,8.1,2.7,1562,288,16.1,2.8,913,254,9.4,2.5,983,296,10.1,3,8725,786,89.9,5.8,2475,384,25.5,3.6,1.48403853401402,0.0485842688310601
705,Southwest Georgia,No,39827,3862,ZCTA,ZCTA5 39827,2548,319,85,65,3.3,2.5,262,108,10.3,4,1093,241,42.9,7.8,490,151,19.2,5.4,193,99,7.6,3.8,276,136,10.8,5.1,149,66,5.8,2.5,347,126,13.6,4.6,2201,336,86.4,7.6,425,151,16.7,5.5,0.835339472725029,0.0147068624657569
706,Southern Georgia,No,31632,3754,ZCTA,ZCTA5 31632,8122,725,281,139,3.5,1.7,725,253,8.9,3,2442,405,30.1,4.2,1446,238,17.8,2.5,760,198,9.4,2.3,1443,292,17.8,3.2,1025,265,12.6,3.1,1006,289,12.4,3.4,7116,644,87.6,1.3,2468,394,30.4,4,1.32669933096153,0.0278027941881028
707,Coastal Regional Commission,No,31524,3706,ZCTA,ZCTA5 31524,0,13,0,37,,,0,37,,,0,18,,,0,26,,,0,18,,,0,18,,,0,32,,,0,52,,,0,52,,,0,37,,,0.112463863286387,0.000420021491227908
